"week_date","ageGroup6","counts","year","month","yearMonth","vacc","ageGroup3"
2015-06-22,"<2",1,2015,6,2015-06-01,"PCV13","<2"
2015-06-22,"15-44",1,2015,6,2015-06-01,"PCV13","2-64"
2015-06-22,"45-64",2,2015,6,2015-06-01,"PCV13","2-64"
2015-06-22,"65+",3,2015,6,2015-06-01,"PCV13","65+"
2015-06-29,"<2",1,2015,6,2015-06-01,"PCV13","<2"
2015-06-29,"5-14",1,2015,6,2015-06-01,"PCV13","2-64"
2015-06-29,"15-44",1,2015,6,2015-06-01,"PCV13","2-64"
2015-06-29,"45-64",2,2015,6,2015-06-01,"PCV13","2-64"
2015-06-29,"65+",3,2015,6,2015-06-01,"PCV13","65+"
2015-07-06,"15-44",1,2015,7,2015-07-01,"PCV13","2-64"
2015-07-06,"45-64",3,2015,7,2015-07-01,"PCV13","2-64"
2015-07-06,"65+",2,2015,7,2015-07-01,"PCV13","65+"
2015-07-13,"15-44",2,2015,7,2015-07-01,"PCV13","2-64"
2015-07-13,"45-64",1,2015,7,2015-07-01,"PCV13","2-64"
2015-07-20,"<2",2,2015,7,2015-07-01,"PCV13","<2"
2015-07-20,"15-44",1,2015,7,2015-07-01,"PCV13","2-64"
2015-07-20,"45-64",4,2015,7,2015-07-01,"PCV13","2-64"
2015-07-20,"65+",2,2015,7,2015-07-01,"PCV13","65+"
2015-07-27,"<2",1,2015,7,2015-07-01,"PCV13","<2"
2015-07-27,"5-14",1,2015,7,2015-07-01,"PCV13","2-64"
2015-07-27,"45-64",2,2015,7,2015-07-01,"PCV13","2-64"
2015-07-27,"65+",2,2015,7,2015-07-01,"PCV13","65+"
2015-08-03,"2-4",1,2015,8,2015-08-01,"PCV13","2-64"
2015-08-03,"15-44",1,2015,8,2015-08-01,"PCV13","2-64"
2015-08-03,"45-64",3,2015,8,2015-08-01,"PCV13","2-64"
2015-08-03,"65+",1,2015,8,2015-08-01,"PCV13","65+"
2015-08-10,"15-44",1,2015,8,2015-08-01,"PCV13","2-64"
2015-08-17,"<2",1,2015,8,2015-08-01,"PCV13","<2"
2015-08-17,"45-64",3,2015,8,2015-08-01,"PCV13","2-64"
2015-08-17,"65+",3,2015,8,2015-08-01,"PCV13","65+"
2015-08-31,"<2",1,2015,8,2015-08-01,"PCV13","<2"
2015-08-31,"45-64",1,2015,8,2015-08-01,"PCV13","2-64"
2015-08-31,"65+",1,2015,8,2015-08-01,"PCV13","65+"
2015-09-07,"65+",1,2015,9,2015-09-01,"PCV13","65+"
2015-09-14,"45-64",1,2015,9,2015-09-01,"PCV13","2-64"
2015-09-14,"65+",1,2015,9,2015-09-01,"PCV13","65+"
2015-09-21,"15-44",2,2015,9,2015-09-01,"PCV13","2-64"
2015-09-21,"45-64",4,2015,9,2015-09-01,"PCV13","2-64"
2015-09-21,"65+",3,2015,9,2015-09-01,"PCV13","65+"
2015-09-28,"15-44",5,2015,9,2015-09-01,"PCV13","2-64"
2015-09-28,"45-64",4,2015,9,2015-09-01,"PCV13","2-64"
2015-09-28,"65+",3,2015,9,2015-09-01,"PCV13","65+"
2015-10-05,"<2",1,2015,10,2015-10-01,"PCV13","<2"
2015-10-05,"2-4",1,2015,10,2015-10-01,"PCV13","2-64"
2015-10-05,"15-44",1,2015,10,2015-10-01,"PCV13","2-64"
2015-10-05,"45-64",3,2015,10,2015-10-01,"PCV13","2-64"
2015-10-05,"65+",6,2015,10,2015-10-01,"PCV13","65+"
2015-10-12,"<2",1,2015,10,2015-10-01,"PCV13","<2"
2015-10-12,"15-44",3,2015,10,2015-10-01,"PCV13","2-64"
2015-10-12,"45-64",5,2015,10,2015-10-01,"PCV13","2-64"
2015-10-12,"65+",2,2015,10,2015-10-01,"PCV13","65+"
2015-10-19,"15-44",4,2015,10,2015-10-01,"PCV13","2-64"
2015-10-19,"45-64",3,2015,10,2015-10-01,"PCV13","2-64"
2015-10-19,"65+",1,2015,10,2015-10-01,"PCV13","65+"
2015-10-26,"2-4",2,2015,10,2015-10-01,"PCV13","2-64"
2015-10-26,"15-44",3,2015,10,2015-10-01,"PCV13","2-64"
2015-10-26,"45-64",6,2015,10,2015-10-01,"PCV13","2-64"
2015-10-26,"65+",5,2015,10,2015-10-01,"PCV13","65+"
2015-11-02,"5-14",1,2015,11,2015-11-01,"PCV13","2-64"
2015-11-02,"15-44",2,2015,11,2015-11-01,"PCV13","2-64"
2015-11-02,"45-64",3,2015,11,2015-11-01,"PCV13","2-64"
2015-11-02,"65+",4,2015,11,2015-11-01,"PCV13","65+"
2015-11-09,"15-44",2,2015,11,2015-11-01,"PCV13","2-64"
2015-11-09,"45-64",4,2015,11,2015-11-01,"PCV13","2-64"
2015-11-09,"65+",3,2015,11,2015-11-01,"PCV13","65+"
2015-11-16,"15-44",1,2015,11,2015-11-01,"PCV13","2-64"
2015-11-16,"45-64",2,2015,11,2015-11-01,"PCV13","2-64"
2015-11-16,"65+",1,2015,11,2015-11-01,"PCV13","65+"
2015-11-23,"15-44",3,2015,11,2015-11-01,"PCV13","2-64"
2015-11-23,"45-64",5,2015,11,2015-11-01,"PCV13","2-64"
2015-11-23,"65+",3,2015,11,2015-11-01,"PCV13","65+"
2015-11-30,"<2",1,2015,11,2015-11-01,"PCV13","<2"
2015-11-30,"15-44",2,2015,11,2015-11-01,"PCV13","2-64"
2015-11-30,"45-64",9,2015,11,2015-11-01,"PCV13","2-64"
2015-11-30,"65+",3,2015,11,2015-11-01,"PCV13","65+"
2015-12-07,"2-4",2,2015,12,2015-12-01,"PCV13","2-64"
2015-12-07,"15-44",8,2015,12,2015-12-01,"PCV13","2-64"
2015-12-07,"45-64",2,2015,12,2015-12-01,"PCV13","2-64"
2015-12-07,"65+",4,2015,12,2015-12-01,"PCV13","65+"
2015-12-14,"<2",1,2015,12,2015-12-01,"PCV13","<2"
2015-12-14,"15-44",5,2015,12,2015-12-01,"PCV13","2-64"
2015-12-14,"45-64",2,2015,12,2015-12-01,"PCV13","2-64"
2015-12-14,"65+",5,2015,12,2015-12-01,"PCV13","65+"
2015-12-21,"2-4",1,2015,12,2015-12-01,"PCV13","2-64"
2015-12-21,"15-44",2,2015,12,2015-12-01,"PCV13","2-64"
2015-12-21,"45-64",6,2015,12,2015-12-01,"PCV13","2-64"
2015-12-21,"65+",5,2015,12,2015-12-01,"PCV13","65+"
2015-12-28,"2-4",2,2015,12,2015-12-01,"PCV13","2-64"
2015-12-28,"15-44",3,2015,12,2015-12-01,"PCV13","2-64"
2015-12-28,"45-64",9,2015,12,2015-12-01,"PCV13","2-64"
2015-12-28,"65+",11,2015,12,2015-12-01,"PCV13","65+"
2016-01-04,"<2",1,2016,1,2016-01-01,"PCV13","<2"
2016-01-04,"15-44",3,2016,1,2016-01-01,"PCV13","2-64"
2016-01-04,"45-64",4,2016,1,2016-01-01,"PCV13","2-64"
2016-01-04,"65+",3,2016,1,2016-01-01,"PCV13","65+"
2016-01-11,"15-44",2,2016,1,2016-01-01,"PCV13","2-64"
2016-01-11,"45-64",3,2016,1,2016-01-01,"PCV13","2-64"
2016-01-11,"65+",1,2016,1,2016-01-01,"PCV13","65+"
2016-01-18,"<2",2,2016,1,2016-01-01,"PCV13","<2"
2016-01-18,"15-44",2,2016,1,2016-01-01,"PCV13","2-64"
2016-01-18,"45-64",9,2016,1,2016-01-01,"PCV13","2-64"
2016-01-18,"65+",5,2016,1,2016-01-01,"PCV13","65+"
2016-01-25,"<2",1,2016,1,2016-01-01,"PCV13","<2"
2016-01-25,"2-4",1,2016,1,2016-01-01,"PCV13","2-64"
2016-01-25,"15-44",2,2016,1,2016-01-01,"PCV13","2-64"
2016-01-25,"45-64",5,2016,1,2016-01-01,"PCV13","2-64"
2016-01-25,"65+",4,2016,1,2016-01-01,"PCV13","65+"
2016-02-01,"2-4",1,2016,2,2016-02-01,"PCV13","2-64"
2016-02-01,"5-14",2,2016,2,2016-02-01,"PCV13","2-64"
2016-02-01,"15-44",13,2016,2,2016-02-01,"PCV13","2-64"
2016-02-01,"45-64",8,2016,2,2016-02-01,"PCV13","2-64"
2016-02-01,"65+",4,2016,2,2016-02-01,"PCV13","65+"
2016-02-08,"15-44",8,2016,2,2016-02-01,"PCV13","2-64"
2016-02-08,"45-64",11,2016,2,2016-02-01,"PCV13","2-64"
2016-02-08,"65+",4,2016,2,2016-02-01,"PCV13","65+"
2016-02-15,"<2",2,2016,2,2016-02-01,"PCV13","<2"
2016-02-15,"2-4",1,2016,2,2016-02-01,"PCV13","2-64"
2016-02-15,"15-44",9,2016,2,2016-02-01,"PCV13","2-64"
2016-02-15,"45-64",5,2016,2,2016-02-01,"PCV13","2-64"
2016-02-15,"65+",11,2016,2,2016-02-01,"PCV13","65+"
2016-02-22,"2-4",1,2016,2,2016-02-01,"PCV13","2-64"
2016-02-22,"15-44",3,2016,2,2016-02-01,"PCV13","2-64"
2016-02-22,"45-64",5,2016,2,2016-02-01,"PCV13","2-64"
2016-02-22,"65+",17,2016,2,2016-02-01,"PCV13","65+"
2016-02-29,"15-44",2,2016,2,2016-02-01,"PCV13","2-64"
2016-02-29,"45-64",5,2016,2,2016-02-01,"PCV13","2-64"
2016-02-29,"65+",8,2016,2,2016-02-01,"PCV13","65+"
2016-03-07,"15-44",7,2016,3,2016-03-01,"PCV13","2-64"
2016-03-07,"45-64",5,2016,3,2016-03-01,"PCV13","2-64"
2016-03-07,"65+",15,2016,3,2016-03-01,"PCV13","65+"
2016-03-14,"2-4",1,2016,3,2016-03-01,"PCV13","2-64"
2016-03-14,"15-44",8,2016,3,2016-03-01,"PCV13","2-64"
2016-03-14,"45-64",9,2016,3,2016-03-01,"PCV13","2-64"
2016-03-14,"65+",6,2016,3,2016-03-01,"PCV13","65+"
2016-03-21,"<2",2,2016,3,2016-03-01,"PCV13","<2"
2016-03-21,"5-14",1,2016,3,2016-03-01,"PCV13","2-64"
2016-03-21,"15-44",4,2016,3,2016-03-01,"PCV13","2-64"
2016-03-21,"45-64",11,2016,3,2016-03-01,"PCV13","2-64"
2016-03-21,"65+",5,2016,3,2016-03-01,"PCV13","65+"
2016-03-28,"<2",1,2016,3,2016-03-01,"PCV13","<2"
2016-03-28,"15-44",8,2016,3,2016-03-01,"PCV13","2-64"
2016-03-28,"45-64",8,2016,3,2016-03-01,"PCV13","2-64"
2016-03-28,"65+",9,2016,3,2016-03-01,"PCV13","65+"
2016-04-04,"<2",1,2016,4,2016-04-01,"PCV13","<2"
2016-04-04,"15-44",8,2016,4,2016-04-01,"PCV13","2-64"
2016-04-04,"45-64",6,2016,4,2016-04-01,"PCV13","2-64"
2016-04-04,"65+",4,2016,4,2016-04-01,"PCV13","65+"
2016-04-11,"15-44",3,2016,4,2016-04-01,"PCV13","2-64"
2016-04-11,"45-64",10,2016,4,2016-04-01,"PCV13","2-64"
2016-04-11,"65+",7,2016,4,2016-04-01,"PCV13","65+"
2016-04-18,"<2",2,2016,4,2016-04-01,"PCV13","<2"
2016-04-18,"5-14",1,2016,4,2016-04-01,"PCV13","2-64"
2016-04-18,"15-44",4,2016,4,2016-04-01,"PCV13","2-64"
2016-04-18,"45-64",3,2016,4,2016-04-01,"PCV13","2-64"
2016-04-18,"65+",4,2016,4,2016-04-01,"PCV13","65+"
2016-04-25,"<2",1,2016,4,2016-04-01,"PCV13","<2"
2016-04-25,"15-44",4,2016,4,2016-04-01,"PCV13","2-64"
2016-04-25,"45-64",6,2016,4,2016-04-01,"PCV13","2-64"
2016-04-25,"65+",5,2016,4,2016-04-01,"PCV13","65+"
2016-05-02,"2-4",1,2016,5,2016-05-01,"PCV13","2-64"
2016-05-02,"15-44",8,2016,5,2016-05-01,"PCV13","2-64"
2016-05-02,"45-64",6,2016,5,2016-05-01,"PCV13","2-64"
2016-05-02,"65+",7,2016,5,2016-05-01,"PCV13","65+"
2016-05-09,"5-14",2,2016,5,2016-05-01,"PCV13","2-64"
2016-05-09,"15-44",5,2016,5,2016-05-01,"PCV13","2-64"
2016-05-09,"45-64",9,2016,5,2016-05-01,"PCV13","2-64"
2016-05-09,"65+",7,2016,5,2016-05-01,"PCV13","65+"
2016-05-16,"15-44",1,2016,5,2016-05-01,"PCV13","2-64"
2016-05-16,"45-64",9,2016,5,2016-05-01,"PCV13","2-64"
2016-05-16,"65+",8,2016,5,2016-05-01,"PCV13","65+"
2016-05-23,"15-44",5,2016,5,2016-05-01,"PCV13","2-64"
2016-05-23,"45-64",7,2016,5,2016-05-01,"PCV13","2-64"
2016-05-23,"65+",9,2016,5,2016-05-01,"PCV13","65+"
2016-05-30,"<2",1,2016,5,2016-05-01,"PCV13","<2"
2016-05-30,"15-44",3,2016,5,2016-05-01,"PCV13","2-64"
2016-05-30,"45-64",4,2016,5,2016-05-01,"PCV13","2-64"
2016-05-30,"65+",2,2016,5,2016-05-01,"PCV13","65+"
2016-06-06,"15-44",3,2016,6,2016-06-01,"PCV13","2-64"
2016-06-06,"45-64",5,2016,6,2016-06-01,"PCV13","2-64"
2016-06-06,"65+",6,2016,6,2016-06-01,"PCV13","65+"
2016-06-13,"15-44",1,2016,6,2016-06-01,"PCV13","2-64"
2016-06-13,"45-64",4,2016,6,2016-06-01,"PCV13","2-64"
2016-06-13,"65+",3,2016,6,2016-06-01,"PCV13","65+"
2016-06-20,"15-44",1,2016,6,2016-06-01,"PCV13","2-64"
2016-06-20,"45-64",3,2016,6,2016-06-01,"PCV13","2-64"
2016-06-20,"65+",1,2016,6,2016-06-01,"PCV13","65+"
2016-06-27,"15-44",1,2016,6,2016-06-01,"PCV13","2-64"
2016-06-27,"45-64",1,2016,6,2016-06-01,"PCV13","2-64"
2016-06-27,"65+",1,2016,6,2016-06-01,"PCV13","65+"
2016-07-04,"2-4",1,2016,7,2016-07-01,"PCV13","2-64"
2016-07-04,"15-44",2,2016,7,2016-07-01,"PCV13","2-64"
2016-07-04,"45-64",1,2016,7,2016-07-01,"PCV13","2-64"
2016-07-04,"65+",5,2016,7,2016-07-01,"PCV13","65+"
2016-07-11,"2-4",1,2016,7,2016-07-01,"PCV13","2-64"
2016-07-11,"15-44",1,2016,7,2016-07-01,"PCV13","2-64"
2016-07-11,"45-64",2,2016,7,2016-07-01,"PCV13","2-64"
2016-07-11,"65+",4,2016,7,2016-07-01,"PCV13","65+"
2016-07-18,"15-44",3,2016,7,2016-07-01,"PCV13","2-64"
2016-07-18,"45-64",5,2016,7,2016-07-01,"PCV13","2-64"
2016-07-18,"65+",3,2016,7,2016-07-01,"PCV13","65+"
2016-07-25,"45-64",2,2016,7,2016-07-01,"PCV13","2-64"
2016-07-25,"65+",6,2016,7,2016-07-01,"PCV13","65+"
2016-08-01,"2-4",1,2016,8,2016-08-01,"PCV13","2-64"
2016-08-01,"5-14",1,2016,8,2016-08-01,"PCV13","2-64"
2016-08-01,"15-44",2,2016,8,2016-08-01,"PCV13","2-64"
2016-08-01,"45-64",2,2016,8,2016-08-01,"PCV13","2-64"
2016-08-01,"65+",3,2016,8,2016-08-01,"PCV13","65+"
2016-08-08,"15-44",2,2016,8,2016-08-01,"PCV13","2-64"
2016-08-08,"45-64",2,2016,8,2016-08-01,"PCV13","2-64"
2016-08-08,"65+",3,2016,8,2016-08-01,"PCV13","65+"
2016-08-15,"45-64",1,2016,8,2016-08-01,"PCV13","2-64"
2016-08-15,"65+",1,2016,8,2016-08-01,"PCV13","65+"
2016-08-22,"45-64",3,2016,8,2016-08-01,"PCV13","2-64"
2016-08-22,"65+",4,2016,8,2016-08-01,"PCV13","65+"
2016-08-29,"15-44",2,2016,8,2016-08-01,"PCV13","2-64"
2016-08-29,"65+",1,2016,8,2016-08-01,"PCV13","65+"
2016-09-05,"<2",1,2016,9,2016-09-01,"PCV13","<2"
2016-09-05,"15-44",1,2016,9,2016-09-01,"PCV13","2-64"
2016-09-05,"45-64",3,2016,9,2016-09-01,"PCV13","2-64"
2016-09-05,"65+",1,2016,9,2016-09-01,"PCV13","65+"
2016-09-12,"65+",2,2016,9,2016-09-01,"PCV13","65+"
2016-09-19,"2-4",1,2016,9,2016-09-01,"PCV13","2-64"
2016-09-19,"15-44",1,2016,9,2016-09-01,"PCV13","2-64"
2016-09-19,"65+",1,2016,9,2016-09-01,"PCV13","65+"
2016-09-26,"<2",1,2016,9,2016-09-01,"PCV13","<2"
2016-09-26,"15-44",1,2016,9,2016-09-01,"PCV13","2-64"
2016-09-26,"45-64",1,2016,9,2016-09-01,"PCV13","2-64"
2016-09-26,"65+",2,2016,9,2016-09-01,"PCV13","65+"
2016-10-03,"<2",1,2016,10,2016-10-01,"PCV13","<2"
2016-10-03,"5-14",1,2016,10,2016-10-01,"PCV13","2-64"
2016-10-03,"15-44",4,2016,10,2016-10-01,"PCV13","2-64"
2016-10-03,"45-64",2,2016,10,2016-10-01,"PCV13","2-64"
2016-10-03,"65+",2,2016,10,2016-10-01,"PCV13","65+"
2016-10-10,"15-44",1,2016,10,2016-10-01,"PCV13","2-64"
2016-10-10,"45-64",10,2016,10,2016-10-01,"PCV13","2-64"
2016-10-10,"65+",6,2016,10,2016-10-01,"PCV13","65+"
2016-10-17,"15-44",1,2016,10,2016-10-01,"PCV13","2-64"
2016-10-17,"45-64",5,2016,10,2016-10-01,"PCV13","2-64"
2016-10-17,"65+",8,2016,10,2016-10-01,"PCV13","65+"
2016-10-24,"15-44",1,2016,10,2016-10-01,"PCV13","2-64"
2016-10-24,"45-64",5,2016,10,2016-10-01,"PCV13","2-64"
2016-10-24,"65+",8,2016,10,2016-10-01,"PCV13","65+"
2016-10-31,"<2",1,2016,10,2016-10-01,"PCV13","<2"
2016-10-31,"15-44",2,2016,10,2016-10-01,"PCV13","2-64"
2016-10-31,"45-64",4,2016,10,2016-10-01,"PCV13","2-64"
2016-10-31,"65+",7,2016,10,2016-10-01,"PCV13","65+"
2016-11-07,"15-44",6,2016,11,2016-11-01,"PCV13","2-64"
2016-11-07,"45-64",3,2016,11,2016-11-01,"PCV13","2-64"
2016-11-07,"65+",4,2016,11,2016-11-01,"PCV13","65+"
2016-11-14,"45-64",5,2016,11,2016-11-01,"PCV13","2-64"
2016-11-14,"65+",5,2016,11,2016-11-01,"PCV13","65+"
2016-11-21,"15-44",4,2016,11,2016-11-01,"PCV13","2-64"
2016-11-21,"45-64",8,2016,11,2016-11-01,"PCV13","2-64"
2016-11-21,"65+",7,2016,11,2016-11-01,"PCV13","65+"
2016-11-28,"15-44",4,2016,11,2016-11-01,"PCV13","2-64"
2016-11-28,"45-64",7,2016,11,2016-11-01,"PCV13","2-64"
2016-11-28,"65+",8,2016,11,2016-11-01,"PCV13","65+"
2016-12-05,"<2",1,2016,12,2016-12-01,"PCV13","<2"
2016-12-05,"2-4",1,2016,12,2016-12-01,"PCV13","2-64"
2016-12-05,"5-14",1,2016,12,2016-12-01,"PCV13","2-64"
2016-12-05,"15-44",1,2016,12,2016-12-01,"PCV13","2-64"
2016-12-05,"45-64",13,2016,12,2016-12-01,"PCV13","2-64"
2016-12-05,"65+",11,2016,12,2016-12-01,"PCV13","65+"
2016-12-12,"<2",3,2016,12,2016-12-01,"PCV13","<2"
2016-12-12,"5-14",1,2016,12,2016-12-01,"PCV13","2-64"
2016-12-12,"15-44",4,2016,12,2016-12-01,"PCV13","2-64"
2016-12-12,"45-64",8,2016,12,2016-12-01,"PCV13","2-64"
2016-12-12,"65+",10,2016,12,2016-12-01,"PCV13","65+"
2016-12-19,"<2",1,2016,12,2016-12-01,"PCV13","<2"
2016-12-19,"15-44",6,2016,12,2016-12-01,"PCV13","2-64"
2016-12-19,"45-64",10,2016,12,2016-12-01,"PCV13","2-64"
2016-12-19,"65+",8,2016,12,2016-12-01,"PCV13","65+"
2016-12-26,"15-44",6,2016,12,2016-12-01,"PCV13","2-64"
2016-12-26,"45-64",16,2016,12,2016-12-01,"PCV13","2-64"
2016-12-26,"65+",18,2016,12,2016-12-01,"PCV13","65+"
2017-01-02,"<2",1,2017,1,2017-01-01,"PCV13","<2"
2017-01-02,"15-44",6,2017,1,2017-01-01,"PCV13","2-64"
2017-01-02,"45-64",6,2017,1,2017-01-01,"PCV13","2-64"
2017-01-02,"65+",8,2017,1,2017-01-01,"PCV13","65+"
2017-01-09,"15-44",5,2017,1,2017-01-01,"PCV13","2-64"
2017-01-09,"45-64",10,2017,1,2017-01-01,"PCV13","2-64"
2017-01-09,"65+",6,2017,1,2017-01-01,"PCV13","65+"
2017-01-16,"15-44",5,2017,1,2017-01-01,"PCV13","2-64"
2017-01-16,"45-64",5,2017,1,2017-01-01,"PCV13","2-64"
2017-01-16,"65+",5,2017,1,2017-01-01,"PCV13","65+"
2017-01-23,"<2",1,2017,1,2017-01-01,"PCV13","<2"
2017-01-23,"5-14",1,2017,1,2017-01-01,"PCV13","2-64"
2017-01-23,"15-44",7,2017,1,2017-01-01,"PCV13","2-64"
2017-01-23,"45-64",13,2017,1,2017-01-01,"PCV13","2-64"
2017-01-23,"65+",9,2017,1,2017-01-01,"PCV13","65+"
2017-01-30,"15-44",7,2017,1,2017-01-01,"PCV13","2-64"
2017-01-30,"45-64",7,2017,1,2017-01-01,"PCV13","2-64"
2017-01-30,"65+",9,2017,1,2017-01-01,"PCV13","65+"
2017-02-06,"<2",1,2017,2,2017-02-01,"PCV13","<2"
2017-02-06,"15-44",8,2017,2,2017-02-01,"PCV13","2-64"
2017-02-06,"45-64",12,2017,2,2017-02-01,"PCV13","2-64"
2017-02-06,"65+",3,2017,2,2017-02-01,"PCV13","65+"
2017-02-13,"15-44",4,2017,2,2017-02-01,"PCV13","2-64"
2017-02-13,"45-64",4,2017,2,2017-02-01,"PCV13","2-64"
2017-02-13,"65+",10,2017,2,2017-02-01,"PCV13","65+"
2017-02-20,"2-4",1,2017,2,2017-02-01,"PCV13","2-64"
2017-02-20,"5-14",1,2017,2,2017-02-01,"PCV13","2-64"
2017-02-20,"15-44",2,2017,2,2017-02-01,"PCV13","2-64"
2017-02-20,"45-64",12,2017,2,2017-02-01,"PCV13","2-64"
2017-02-20,"65+",5,2017,2,2017-02-01,"PCV13","65+"
2017-02-27,"<2",1,2017,2,2017-02-01,"PCV13","<2"
2017-02-27,"5-14",1,2017,2,2017-02-01,"PCV13","2-64"
2017-02-27,"15-44",1,2017,2,2017-02-01,"PCV13","2-64"
2017-02-27,"45-64",8,2017,2,2017-02-01,"PCV13","2-64"
2017-02-27,"65+",7,2017,2,2017-02-01,"PCV13","65+"
2017-03-06,"<2",1,2017,3,2017-03-01,"PCV13","<2"
2017-03-06,"45-64",10,2017,3,2017-03-01,"PCV13","2-64"
2017-03-06,"65+",5,2017,3,2017-03-01,"PCV13","65+"
2017-03-13,"2-4",1,2017,3,2017-03-01,"PCV13","2-64"
2017-03-13,"15-44",5,2017,3,2017-03-01,"PCV13","2-64"
2017-03-13,"45-64",3,2017,3,2017-03-01,"PCV13","2-64"
2017-03-13,"65+",2,2017,3,2017-03-01,"PCV13","65+"
2017-03-20,"15-44",1,2017,3,2017-03-01,"PCV13","2-64"
2017-03-20,"45-64",4,2017,3,2017-03-01,"PCV13","2-64"
2017-03-20,"65+",4,2017,3,2017-03-01,"PCV13","65+"
2017-03-27,"<2",2,2017,3,2017-03-01,"PCV13","<2"
2017-03-27,"2-4",1,2017,3,2017-03-01,"PCV13","2-64"
2017-03-27,"15-44",5,2017,3,2017-03-01,"PCV13","2-64"
2017-03-27,"45-64",5,2017,3,2017-03-01,"PCV13","2-64"
2017-03-27,"65+",6,2017,3,2017-03-01,"PCV13","65+"
2017-04-03,"2-4",1,2017,4,2017-04-01,"PCV13","2-64"
2017-04-03,"15-44",3,2017,4,2017-04-01,"PCV13","2-64"
2017-04-03,"45-64",5,2017,4,2017-04-01,"PCV13","2-64"
2017-04-03,"65+",8,2017,4,2017-04-01,"PCV13","65+"
2017-04-10,"<2",1,2017,4,2017-04-01,"PCV13","<2"
2017-04-10,"2-4",1,2017,4,2017-04-01,"PCV13","2-64"
2017-04-10,"5-14",1,2017,4,2017-04-01,"PCV13","2-64"
2017-04-10,"15-44",6,2017,4,2017-04-01,"PCV13","2-64"
2017-04-10,"45-64",6,2017,4,2017-04-01,"PCV13","2-64"
2017-04-10,"65+",4,2017,4,2017-04-01,"PCV13","65+"
2017-04-17,"2-4",1,2017,4,2017-04-01,"PCV13","2-64"
2017-04-17,"15-44",4,2017,4,2017-04-01,"PCV13","2-64"
2017-04-17,"45-64",7,2017,4,2017-04-01,"PCV13","2-64"
2017-04-17,"65+",6,2017,4,2017-04-01,"PCV13","65+"
2017-04-24,"<2",3,2017,4,2017-04-01,"PCV13","<2"
2017-04-24,"45-64",5,2017,4,2017-04-01,"PCV13","2-64"
2017-04-24,"65+",5,2017,4,2017-04-01,"PCV13","65+"
2017-05-01,"65+",4,2017,5,2017-05-01,"PCV13","65+"
2017-05-08,"15-44",4,2017,5,2017-05-01,"PCV13","2-64"
2017-05-08,"45-64",2,2017,5,2017-05-01,"PCV13","2-64"
2017-05-08,"65+",2,2017,5,2017-05-01,"PCV13","65+"
2017-05-15,"<2",2,2017,5,2017-05-01,"PCV13","<2"
2017-05-15,"15-44",2,2017,5,2017-05-01,"PCV13","2-64"
2017-05-15,"45-64",5,2017,5,2017-05-01,"PCV13","2-64"
2017-05-15,"65+",4,2017,5,2017-05-01,"PCV13","65+"
2017-05-22,"15-44",3,2017,5,2017-05-01,"PCV13","2-64"
2017-05-22,"45-64",9,2017,5,2017-05-01,"PCV13","2-64"
2017-05-22,"65+",8,2017,5,2017-05-01,"PCV13","65+"
2017-05-29,"5-14",1,2017,5,2017-05-01,"PCV13","2-64"
2017-05-29,"15-44",2,2017,5,2017-05-01,"PCV13","2-64"
2017-05-29,"45-64",2,2017,5,2017-05-01,"PCV13","2-64"
2017-05-29,"65+",3,2017,5,2017-05-01,"PCV13","65+"
2017-06-05,"<2",1,2017,6,2017-06-01,"PCV13","<2"
2017-06-05,"15-44",1,2017,6,2017-06-01,"PCV13","2-64"
2017-06-05,"45-64",2,2017,6,2017-06-01,"PCV13","2-64"
2017-06-05,"65+",3,2017,6,2017-06-01,"PCV13","65+"
2017-06-12,"15-44",3,2017,6,2017-06-01,"PCV13","2-64"
2017-06-12,"45-64",1,2017,6,2017-06-01,"PCV13","2-64"
2017-06-12,"65+",7,2017,6,2017-06-01,"PCV13","65+"
2017-06-19,"5-14",1,2017,6,2017-06-01,"PCV13","2-64"
2017-06-19,"15-44",1,2017,6,2017-06-01,"PCV13","2-64"
2017-06-19,"45-64",3,2017,6,2017-06-01,"PCV13","2-64"
2017-06-19,"65+",2,2017,6,2017-06-01,"PCV13","65+"
2017-06-26,"2-4",1,2017,6,2017-06-01,"PCV13","2-64"
2017-06-26,"15-44",2,2017,6,2017-06-01,"PCV13","2-64"
2017-06-26,"45-64",4,2017,6,2017-06-01,"PCV13","2-64"
2017-06-26,"65+",3,2017,6,2017-06-01,"PCV13","65+"
