"week_date","ageGroup6","counts","year","month","yearMonth","vacc","ageGroup3"
2008-01-21,"65+",3,2008,1,2008-01-01,"PCV7","65+"
2008-01-28,"15-44",1,2008,1,2008-01-01,"PCV7","2-64"
2008-01-28,"45-64",1,2008,1,2008-01-01,"PCV7","2-64"
2008-02-04,"15-44",1,2008,2,2008-02-01,"PCV7","2-64"
2008-02-04,"45-64",3,2008,2,2008-02-01,"PCV7","2-64"
2008-02-11,"15-44",1,2008,2,2008-02-01,"PCV7","2-64"
2008-02-11,"45-64",2,2008,2,2008-02-01,"PCV7","2-64"
2008-02-11,"65+",2,2008,2,2008-02-01,"PCV7","65+"
2008-02-18,"45-64",4,2008,2,2008-02-01,"PCV7","2-64"
2008-02-18,"65+",3,2008,2,2008-02-01,"PCV7","65+"
2008-02-25,"15-44",1,2008,2,2008-02-01,"PCV7","2-64"
2008-03-03,"45-64",1,2008,3,2008-03-01,"PCV7","2-64"
2008-03-03,"65+",3,2008,3,2008-03-01,"PCV7","65+"
2008-03-10,"15-44",2,2008,3,2008-03-01,"PCV7","2-64"
2008-03-10,"45-64",1,2008,3,2008-03-01,"PCV7","2-64"
2008-03-10,"65+",2,2008,3,2008-03-01,"PCV7","65+"
2008-03-17,"45-64",1,2008,3,2008-03-01,"PCV7","2-64"
2008-03-17,"65+",1,2008,3,2008-03-01,"PCV7","65+"
2008-03-24,"45-64",1,2008,3,2008-03-01,"PCV7","2-64"
2008-03-24,"65+",3,2008,3,2008-03-01,"PCV7","65+"
2008-03-31,"15-44",3,2008,3,2008-03-01,"PCV7","2-64"
2008-03-31,"65+",1,2008,3,2008-03-01,"PCV7","65+"
2008-04-07,"15-44",3,2008,4,2008-04-01,"PCV7","2-64"
2008-04-07,"65+",1,2008,4,2008-04-01,"PCV7","65+"
2008-04-14,"<2",1,2008,4,2008-04-01,"PCV7","<2"
2008-04-14,"45-64",2,2008,4,2008-04-01,"PCV7","2-64"
2008-04-21,"15-44",1,2008,4,2008-04-01,"PCV7","2-64"
2008-04-21,"65+",2,2008,4,2008-04-01,"PCV7","65+"
2008-04-28,"45-64",1,2008,4,2008-04-01,"PCV7","2-64"
2008-04-28,"65+",1,2008,4,2008-04-01,"PCV7","65+"
2008-05-05,"15-44",1,2008,5,2008-05-01,"PCV7","2-64"
2008-05-05,"65+",1,2008,5,2008-05-01,"PCV7","65+"
2008-05-12,"15-44",2,2008,5,2008-05-01,"PCV7","2-64"
2008-05-12,"45-64",3,2008,5,2008-05-01,"PCV7","2-64"
2008-05-12,"65+",1,2008,5,2008-05-01,"PCV7","65+"
2008-05-19,"45-64",1,2008,5,2008-05-01,"PCV7","2-64"
2008-05-26,"45-64",2,2008,5,2008-05-01,"PCV7","2-64"
2008-05-26,"65+",1,2008,5,2008-05-01,"PCV7","65+"
2008-06-02,"15-44",1,2008,6,2008-06-01,"PCV7","2-64"
2008-06-02,"45-64",1,2008,6,2008-06-01,"PCV7","2-64"
2008-06-02,"65+",2,2008,6,2008-06-01,"PCV7","65+"
2008-06-09,"15-44",1,2008,6,2008-06-01,"PCV7","2-64"
2008-06-16,"65+",1,2008,6,2008-06-01,"PCV7","65+"
2008-06-23,"45-64",1,2008,6,2008-06-01,"PCV7","2-64"
2008-06-30,"15-44",2,2008,6,2008-06-01,"PCV7","2-64"
2008-06-30,"45-64",1,2008,6,2008-06-01,"PCV7","2-64"
2008-07-07,"15-44",2,2008,7,2008-07-01,"PCV7","2-64"
2008-07-07,"45-64",2,2008,7,2008-07-01,"PCV7","2-64"
2008-07-07,"65+",1,2008,7,2008-07-01,"PCV7","65+"
2008-07-14,"45-64",2,2008,7,2008-07-01,"PCV7","2-64"
2008-07-28,"45-64",2,2008,7,2008-07-01,"PCV7","2-64"
2008-08-04,"15-44",1,2008,8,2008-08-01,"PCV7","2-64"
2008-08-04,"45-64",2,2008,8,2008-08-01,"PCV7","2-64"
2008-08-18,"15-44",1,2008,8,2008-08-01,"PCV7","2-64"
2008-09-15,"45-64",1,2008,9,2008-09-01,"PCV7","2-64"
2008-09-22,"15-44",2,2008,9,2008-09-01,"PCV7","2-64"
2008-09-29,"15-44",3,2008,9,2008-09-01,"PCV7","2-64"
2008-10-06,"15-44",1,2008,10,2008-10-01,"PCV7","2-64"
2008-10-06,"45-64",3,2008,10,2008-10-01,"PCV7","2-64"
2008-10-06,"65+",1,2008,10,2008-10-01,"PCV7","65+"
2008-10-13,"15-44",2,2008,10,2008-10-01,"PCV7","2-64"
2008-10-20,"65+",1,2008,10,2008-10-01,"PCV7","65+"
2008-10-27,"65+",1,2008,10,2008-10-01,"PCV7","65+"
2008-11-03,"15-44",1,2008,11,2008-11-01,"PCV7","2-64"
2008-11-03,"45-64",1,2008,11,2008-11-01,"PCV7","2-64"
2008-11-03,"65+",1,2008,11,2008-11-01,"PCV7","65+"
2008-11-10,"15-44",2,2008,11,2008-11-01,"PCV7","2-64"
2008-11-10,"65+",2,2008,11,2008-11-01,"PCV7","65+"
2008-11-17,"<2",1,2008,11,2008-11-01,"PCV7","<2"
2008-11-17,"45-64",3,2008,11,2008-11-01,"PCV7","2-64"
2008-11-17,"65+",1,2008,11,2008-11-01,"PCV7","65+"
2008-11-24,"65+",1,2008,11,2008-11-01,"PCV7","65+"
2008-12-01,"65+",1,2008,12,2008-12-01,"PCV7","65+"
2008-12-08,"15-44",2,2008,12,2008-12-01,"PCV7","2-64"
2008-12-08,"65+",2,2008,12,2008-12-01,"PCV7","65+"
2008-12-15,"<2",2,2008,12,2008-12-01,"PCV7","<2"
2008-12-15,"45-64",2,2008,12,2008-12-01,"PCV7","2-64"
2008-12-15,"65+",1,2008,12,2008-12-01,"PCV7","65+"
2008-12-22,"15-44",1,2008,12,2008-12-01,"PCV7","2-64"
2008-12-22,"45-64",2,2008,12,2008-12-01,"PCV7","2-64"
2008-12-22,"65+",4,2008,12,2008-12-01,"PCV7","65+"
2008-12-29,"15-44",5,2008,12,2008-12-01,"PCV7","2-64"
2008-12-29,"45-64",2,2008,12,2008-12-01,"PCV7","2-64"
2008-12-29,"65+",2,2008,12,2008-12-01,"PCV7","65+"
2009-01-05,"45-64",1,2009,1,2009-01-01,"PCV7","2-64"
2009-01-05,"65+",2,2009,1,2009-01-01,"PCV7","65+"
2009-01-12,"<2",1,2009,1,2009-01-01,"PCV7","<2"
2009-01-19,"45-64",2,2009,1,2009-01-01,"PCV7","2-64"
2009-01-26,"15-44",1,2009,1,2009-01-01,"PCV7","2-64"
2009-01-26,"45-64",1,2009,1,2009-01-01,"PCV7","2-64"
2009-01-26,"65+",1,2009,1,2009-01-01,"PCV7","65+"
2009-02-02,"<2",1,2009,2,2009-02-01,"PCV7","<2"
2009-02-02,"65+",1,2009,2,2009-02-01,"PCV7","65+"
2009-02-09,"45-64",2,2009,2,2009-02-01,"PCV7","2-64"
2009-02-09,"65+",3,2009,2,2009-02-01,"PCV7","65+"
2009-02-16,"<2",1,2009,2,2009-02-01,"PCV7","<2"
2009-02-16,"45-64",2,2009,2,2009-02-01,"PCV7","2-64"
2009-02-23,"2-4",1,2009,2,2009-02-01,"PCV7","2-64"
2009-02-23,"15-44",3,2009,2,2009-02-01,"PCV7","2-64"
2009-02-23,"45-64",4,2009,2,2009-02-01,"PCV7","2-64"
2009-02-23,"65+",2,2009,2,2009-02-01,"PCV7","65+"
2009-03-02,"65+",2,2009,3,2009-03-01,"PCV7","65+"
2009-03-09,"15-44",1,2009,3,2009-03-01,"PCV7","2-64"
2009-03-09,"45-64",1,2009,3,2009-03-01,"PCV7","2-64"
2009-03-09,"65+",1,2009,3,2009-03-01,"PCV7","65+"
2009-03-16,"2-4",1,2009,3,2009-03-01,"PCV7","2-64"
2009-03-16,"15-44",2,2009,3,2009-03-01,"PCV7","2-64"
2009-03-16,"65+",3,2009,3,2009-03-01,"PCV7","65+"
2009-03-23,"2-4",1,2009,3,2009-03-01,"PCV7","2-64"
2009-03-23,"15-44",3,2009,3,2009-03-01,"PCV7","2-64"
2009-03-23,"45-64",2,2009,3,2009-03-01,"PCV7","2-64"
2009-03-23,"65+",1,2009,3,2009-03-01,"PCV7","65+"
2009-03-30,"15-44",1,2009,3,2009-03-01,"PCV7","2-64"
2009-03-30,"65+",2,2009,3,2009-03-01,"PCV7","65+"
2009-04-13,"15-44",2,2009,4,2009-04-01,"PCV7","2-64"
2009-04-13,"45-64",2,2009,4,2009-04-01,"PCV7","2-64"
2009-04-13,"65+",2,2009,4,2009-04-01,"PCV7","65+"
2009-04-20,"15-44",1,2009,4,2009-04-01,"PCV7","2-64"
2009-04-20,"65+",2,2009,4,2009-04-01,"PCV7","65+"
2009-04-27,"45-64",1,2009,4,2009-04-01,"PCV7","2-64"
2009-05-04,"45-64",1,2009,5,2009-05-01,"PCV7","2-64"
2009-05-11,"15-44",1,2009,5,2009-05-01,"PCV7","2-64"
2009-05-11,"45-64",1,2009,5,2009-05-01,"PCV7","2-64"
2009-05-18,"15-44",1,2009,5,2009-05-01,"PCV7","2-64"
2009-05-18,"45-64",1,2009,5,2009-05-01,"PCV7","2-64"
2009-05-25,"15-44",2,2009,5,2009-05-01,"PCV7","2-64"
2009-05-25,"65+",2,2009,5,2009-05-01,"PCV7","65+"
2009-06-01,"15-44",1,2009,6,2009-06-01,"PCV7","2-64"
2009-06-01,"45-64",1,2009,6,2009-06-01,"PCV7","2-64"
2009-06-01,"65+",5,2009,6,2009-06-01,"PCV7","65+"
2009-06-08,"65+",2,2009,6,2009-06-01,"PCV7","65+"
2009-06-22,"45-64",1,2009,6,2009-06-01,"PCV7","2-64"
2009-07-06,"<2",1,2009,7,2009-07-01,"PCV7","<2"
2009-07-20,"15-44",1,2009,7,2009-07-01,"PCV7","2-64"
2009-07-20,"45-64",1,2009,7,2009-07-01,"PCV7","2-64"
2009-07-27,"45-64",3,2009,7,2009-07-01,"PCV7","2-64"
2009-07-27,"65+",1,2009,7,2009-07-01,"PCV7","65+"
2009-08-03,"45-64",1,2009,8,2009-08-01,"PCV7","2-64"
2009-08-17,"65+",2,2009,8,2009-08-01,"PCV7","65+"
2009-08-24,"15-44",1,2009,8,2009-08-01,"PCV7","2-64"
2009-08-24,"45-64",1,2009,8,2009-08-01,"PCV7","2-64"
2009-08-24,"65+",1,2009,8,2009-08-01,"PCV7","65+"
2009-09-07,"15-44",1,2009,9,2009-09-01,"PCV7","2-64"
2009-09-07,"45-64",1,2009,9,2009-09-01,"PCV7","2-64"
2009-09-14,"45-64",1,2009,9,2009-09-01,"PCV7","2-64"
2009-09-21,"15-44",1,2009,9,2009-09-01,"PCV7","2-64"
2009-09-21,"65+",1,2009,9,2009-09-01,"PCV7","65+"
2009-10-05,"45-64",2,2009,10,2009-10-01,"PCV7","2-64"
2009-10-12,"45-64",1,2009,10,2009-10-01,"PCV7","2-64"
2009-10-12,"65+",1,2009,10,2009-10-01,"PCV7","65+"
2009-10-19,"15-44",1,2009,10,2009-10-01,"PCV7","2-64"
2009-10-19,"65+",2,2009,10,2009-10-01,"PCV7","65+"
2009-10-26,"15-44",1,2009,10,2009-10-01,"PCV7","2-64"
2009-10-26,"45-64",1,2009,10,2009-10-01,"PCV7","2-64"
2009-10-26,"65+",1,2009,10,2009-10-01,"PCV7","65+"
2009-11-02,"15-44",1,2009,11,2009-11-01,"PCV7","2-64"
2009-11-02,"45-64",1,2009,11,2009-11-01,"PCV7","2-64"
2009-11-02,"65+",1,2009,11,2009-11-01,"PCV7","65+"
2009-11-09,"<2",1,2009,11,2009-11-01,"PCV7","<2"
2009-11-09,"15-44",1,2009,11,2009-11-01,"PCV7","2-64"
2009-11-16,"15-44",1,2009,11,2009-11-01,"PCV7","2-64"
2009-11-16,"45-64",2,2009,11,2009-11-01,"PCV7","2-64"
2009-11-23,"65+",1,2009,11,2009-11-01,"PCV7","65+"
2009-11-30,"15-44",2,2009,11,2009-11-01,"PCV7","2-64"
2009-11-30,"45-64",2,2009,11,2009-11-01,"PCV7","2-64"
2009-11-30,"65+",1,2009,11,2009-11-01,"PCV7","65+"
2009-12-07,"45-64",1,2009,12,2009-12-01,"PCV7","2-64"
2009-12-14,"45-64",2,2009,12,2009-12-01,"PCV7","2-64"
2009-12-14,"65+",1,2009,12,2009-12-01,"PCV7","65+"
2009-12-21,"15-44",1,2009,12,2009-12-01,"PCV7","2-64"
2009-12-21,"45-64",1,2009,12,2009-12-01,"PCV7","2-64"
2009-12-21,"65+",2,2009,12,2009-12-01,"PCV7","65+"
2009-12-28,"15-44",1,2009,12,2009-12-01,"PCV7","2-64"
2009-12-28,"45-64",2,2009,12,2009-12-01,"PCV7","2-64"
2009-12-28,"65+",1,2009,12,2009-12-01,"PCV7","65+"
2010-01-04,"15-44",1,2010,1,2010-01-01,"PCV7","2-64"
2010-01-04,"45-64",1,2010,1,2010-01-01,"PCV7","2-64"
2010-01-04,"65+",1,2010,1,2010-01-01,"PCV7","65+"
2010-01-11,"65+",1,2010,1,2010-01-01,"PCV7","65+"
2010-01-18,"15-44",2,2010,1,2010-01-01,"PCV7","2-64"
2010-01-25,"15-44",1,2010,1,2010-01-01,"PCV7","2-64"
2010-01-25,"45-64",1,2010,1,2010-01-01,"PCV7","2-64"
2010-01-25,"65+",1,2010,1,2010-01-01,"PCV7","65+"
2010-02-01,"45-64",1,2010,2,2010-02-01,"PCV7","2-64"
2010-02-01,"65+",2,2010,2,2010-02-01,"PCV7","65+"
2010-02-08,"65+",1,2010,2,2010-02-01,"PCV7","65+"
2010-02-15,"15-44",1,2010,2,2010-02-01,"PCV7","2-64"
2010-02-15,"45-64",4,2010,2,2010-02-01,"PCV7","2-64"
2010-02-22,"15-44",1,2010,2,2010-02-01,"PCV7","2-64"
2010-02-22,"45-64",1,2010,2,2010-02-01,"PCV7","2-64"
2010-03-01,"<2",1,2010,3,2010-03-01,"PCV7","<2"
2010-03-01,"15-44",1,2010,3,2010-03-01,"PCV7","2-64"
2010-03-01,"45-64",1,2010,3,2010-03-01,"PCV7","2-64"
2010-03-08,"15-44",1,2010,3,2010-03-01,"PCV7","2-64"
2010-03-08,"45-64",5,2010,3,2010-03-01,"PCV7","2-64"
2010-03-15,"15-44",1,2010,3,2010-03-01,"PCV7","2-64"
2010-03-15,"65+",3,2010,3,2010-03-01,"PCV7","65+"
2010-03-22,"15-44",1,2010,3,2010-03-01,"PCV7","2-64"
2010-03-29,"15-44",1,2010,3,2010-03-01,"PCV7","2-64"
2010-03-29,"45-64",4,2010,3,2010-03-01,"PCV7","2-64"
2010-04-05,"45-64",1,2010,4,2010-04-01,"PCV7","2-64"
2010-04-12,"15-44",2,2010,4,2010-04-01,"PCV7","2-64"
2010-04-12,"65+",3,2010,4,2010-04-01,"PCV7","65+"
2010-04-19,"15-44",2,2010,4,2010-04-01,"PCV7","2-64"
2010-04-19,"45-64",1,2010,4,2010-04-01,"PCV7","2-64"
2010-04-26,"65+",1,2010,4,2010-04-01,"PCV7","65+"
2010-05-03,"45-64",2,2010,5,2010-05-01,"PCV7","2-64"
2010-05-03,"65+",1,2010,5,2010-05-01,"PCV7","65+"
2010-05-10,"45-64",1,2010,5,2010-05-01,"PCV7","2-64"
2010-05-10,"65+",2,2010,5,2010-05-01,"PCV7","65+"
2010-05-17,"15-44",3,2010,5,2010-05-01,"PCV7","2-64"
2010-05-17,"65+",1,2010,5,2010-05-01,"PCV7","65+"
2010-05-24,"15-44",2,2010,5,2010-05-01,"PCV7","2-64"
2010-05-24,"45-64",2,2010,5,2010-05-01,"PCV7","2-64"
2010-05-24,"65+",1,2010,5,2010-05-01,"PCV7","65+"
2010-05-31,"65+",1,2010,5,2010-05-01,"PCV7","65+"
2010-06-07,"65+",1,2010,6,2010-06-01,"PCV7","65+"
2010-06-14,"65+",1,2010,6,2010-06-01,"PCV7","65+"
2010-06-21,"15-44",1,2010,6,2010-06-01,"PCV7","2-64"
2010-06-21,"45-64",1,2010,6,2010-06-01,"PCV7","2-64"
2010-06-28,"15-44",1,2010,6,2010-06-01,"PCV7","2-64"
2010-07-05,"45-64",2,2010,7,2010-07-01,"PCV7","2-64"
2010-07-19,"15-44",2,2010,7,2010-07-01,"PCV7","2-64"
2010-07-19,"45-64",1,2010,7,2010-07-01,"PCV7","2-64"
2010-07-26,"65+",1,2010,7,2010-07-01,"PCV7","65+"
2010-08-02,"5-14",1,2010,8,2010-08-01,"PCV7","2-64"
2010-08-02,"15-44",1,2010,8,2010-08-01,"PCV7","2-64"
2010-08-09,"45-64",1,2010,8,2010-08-01,"PCV7","2-64"
2010-08-23,"15-44",1,2010,8,2010-08-01,"PCV7","2-64"
2010-08-23,"45-64",1,2010,8,2010-08-01,"PCV7","2-64"
2010-08-23,"65+",1,2010,8,2010-08-01,"PCV7","65+"
2010-08-30,"65+",1,2010,8,2010-08-01,"PCV7","65+"
2010-09-06,"45-64",1,2010,9,2010-09-01,"PCV7","2-64"
2010-09-27,"15-44",1,2010,9,2010-09-01,"PCV7","2-64"
2010-09-27,"65+",3,2010,9,2010-09-01,"PCV7","65+"
2010-10-04,"45-64",2,2010,10,2010-10-01,"PCV7","2-64"
2010-10-11,"45-64",1,2010,10,2010-10-01,"PCV7","2-64"
2010-10-11,"65+",2,2010,10,2010-10-01,"PCV7","65+"
2010-10-18,"15-44",1,2010,10,2010-10-01,"PCV7","2-64"
2010-10-18,"45-64",3,2010,10,2010-10-01,"PCV7","2-64"
2010-10-18,"65+",2,2010,10,2010-10-01,"PCV7","65+"
2010-10-25,"65+",1,2010,10,2010-10-01,"PCV7","65+"
2010-11-08,"15-44",1,2010,11,2010-11-01,"PCV7","2-64"
2010-11-08,"65+",2,2010,11,2010-11-01,"PCV7","65+"
2010-11-15,"65+",1,2010,11,2010-11-01,"PCV7","65+"
2010-11-22,"<2",1,2010,11,2010-11-01,"PCV7","<2"
2010-11-29,"2-4",1,2010,11,2010-11-01,"PCV7","2-64"
2010-11-29,"5-14",1,2010,11,2010-11-01,"PCV7","2-64"
2010-11-29,"65+",2,2010,11,2010-11-01,"PCV7","65+"
2010-12-06,"45-64",1,2010,12,2010-12-01,"PCV7","2-64"
2010-12-06,"65+",2,2010,12,2010-12-01,"PCV7","65+"
2010-12-13,"15-44",3,2010,12,2010-12-01,"PCV7","2-64"
2010-12-13,"45-64",3,2010,12,2010-12-01,"PCV7","2-64"
2010-12-20,"15-44",2,2010,12,2010-12-01,"PCV7","2-64"
2010-12-20,"45-64",1,2010,12,2010-12-01,"PCV7","2-64"
2010-12-27,"15-44",4,2010,12,2010-12-01,"PCV7","2-64"
2010-12-27,"45-64",1,2010,12,2010-12-01,"PCV7","2-64"
2011-01-03,"5-14",1,2011,1,2011-01-01,"PCV13","2-64"
2011-01-03,"15-44",2,2011,1,2011-01-01,"PCV13","2-64"
2011-01-03,"45-64",3,2011,1,2011-01-01,"PCV13","2-64"
2011-01-03,"65+",3,2011,1,2011-01-01,"PCV13","65+"
2011-01-10,"15-44",1,2011,1,2011-01-01,"PCV13","2-64"
2011-01-10,"45-64",1,2011,1,2011-01-01,"PCV13","2-64"
2011-01-17,"65+",1,2011,1,2011-01-01,"PCV13","65+"
2011-01-31,"15-44",1,2011,1,2011-01-01,"PCV13","2-64"
2011-01-31,"45-64",1,2011,1,2011-01-01,"PCV13","2-64"
2011-01-31,"65+",1,2011,1,2011-01-01,"PCV13","65+"
2011-02-07,"65+",1,2011,2,2011-02-01,"PCV13","65+"
2011-02-14,"15-44",1,2011,2,2011-02-01,"PCV13","2-64"
2011-02-14,"45-64",1,2011,2,2011-02-01,"PCV13","2-64"
2011-02-14,"65+",1,2011,2,2011-02-01,"PCV13","65+"
2011-02-21,"45-64",1,2011,2,2011-02-01,"PCV13","2-64"
2011-02-21,"65+",7,2011,2,2011-02-01,"PCV13","65+"
2011-02-28,"15-44",2,2011,2,2011-02-01,"PCV13","2-64"
2011-02-28,"65+",1,2011,2,2011-02-01,"PCV13","65+"
2011-03-07,"15-44",2,2011,3,2011-03-01,"PCV13","2-64"
2011-03-07,"45-64",2,2011,3,2011-03-01,"PCV13","2-64"
2011-03-07,"65+",2,2011,3,2011-03-01,"PCV13","65+"
2011-03-14,"45-64",2,2011,3,2011-03-01,"PCV13","2-64"
2011-03-14,"65+",2,2011,3,2011-03-01,"PCV13","65+"
2011-03-21,"2-4",1,2011,3,2011-03-01,"PCV13","2-64"
2011-03-21,"15-44",3,2011,3,2011-03-01,"PCV13","2-64"
2011-03-28,"<2",1,2011,3,2011-03-01,"PCV13","<2"
2011-03-28,"45-64",3,2011,3,2011-03-01,"PCV13","2-64"
2011-03-28,"65+",1,2011,3,2011-03-01,"PCV13","65+"
2011-04-04,"65+",1,2011,4,2011-04-01,"PCV13","65+"
2011-04-04,"Unknown",1,2011,4,2011-04-01,"PCV13","Unknown"
2011-04-11,"65+",2,2011,4,2011-04-01,"PCV13","65+"
2011-04-18,"<2",1,2011,4,2011-04-01,"PCV13","<2"
2011-04-18,"15-44",1,2011,4,2011-04-01,"PCV13","2-64"
2011-04-18,"45-64",1,2011,4,2011-04-01,"PCV13","2-64"
2011-04-25,"15-44",1,2011,4,2011-04-01,"PCV13","2-64"
2011-04-25,"45-64",2,2011,4,2011-04-01,"PCV13","2-64"
2011-04-25,"65+",1,2011,4,2011-04-01,"PCV13","65+"
2011-05-02,"15-44",1,2011,5,2011-05-01,"PCV13","2-64"
2011-05-09,"15-44",1,2011,5,2011-05-01,"PCV13","2-64"
2011-05-09,"45-64",2,2011,5,2011-05-01,"PCV13","2-64"
2011-05-16,"45-64",1,2011,5,2011-05-01,"PCV13","2-64"
2011-05-16,"65+",1,2011,5,2011-05-01,"PCV13","65+"
2011-05-23,"2-4",1,2011,5,2011-05-01,"PCV13","2-64"
2011-05-23,"15-44",2,2011,5,2011-05-01,"PCV13","2-64"
2011-05-23,"45-64",3,2011,5,2011-05-01,"PCV13","2-64"
2011-05-23,"65+",1,2011,5,2011-05-01,"PCV13","65+"
2011-05-30,"15-44",1,2011,5,2011-05-01,"PCV13","2-64"
2011-06-06,"65+",1,2011,6,2011-06-01,"PCV13","65+"
2011-06-13,"45-64",3,2011,6,2011-06-01,"PCV13","2-64"
2011-06-20,"15-44",1,2011,6,2011-06-01,"PCV13","2-64"
2011-06-27,"<2",1,2011,6,2011-06-01,"PCV13","<2"
2011-06-27,"15-44",1,2011,6,2011-06-01,"PCV13","2-64"
2011-06-27,"65+",1,2011,6,2011-06-01,"PCV13","65+"
2011-07-04,"15-44",1,2011,7,2011-07-01,"PCV13","2-64"
2011-07-04,"45-64",4,2011,7,2011-07-01,"PCV13","2-64"
2011-07-11,"65+",1,2011,7,2011-07-01,"PCV13","65+"
2011-07-25,"15-44",1,2011,7,2011-07-01,"PCV13","2-64"
2011-07-25,"45-64",1,2011,7,2011-07-01,"PCV13","2-64"
2011-07-25,"65+",1,2011,7,2011-07-01,"PCV13","65+"
2011-08-01,"65+",2,2011,8,2011-08-01,"PCV13","65+"
2011-08-15,"45-64",1,2011,8,2011-08-01,"PCV13","2-64"
2011-08-22,"65+",1,2011,8,2011-08-01,"PCV13","65+"
2011-08-29,"65+",1,2011,8,2011-08-01,"PCV13","65+"
2011-09-05,"45-64",1,2011,9,2011-09-01,"PCV13","2-64"
2011-09-19,"15-44",2,2011,9,2011-09-01,"PCV13","2-64"
2011-09-26,"15-44",1,2011,9,2011-09-01,"PCV13","2-64"
2011-09-26,"45-64",1,2011,9,2011-09-01,"PCV13","2-64"
2011-10-03,"15-44",1,2011,10,2011-10-01,"PCV13","2-64"
2011-10-03,"65+",2,2011,10,2011-10-01,"PCV13","65+"
2011-10-17,"15-44",1,2011,10,2011-10-01,"PCV13","2-64"
2011-10-24,"15-44",1,2011,10,2011-10-01,"PCV13","2-64"
2011-10-24,"45-64",2,2011,10,2011-10-01,"PCV13","2-64"
2011-10-24,"65+",1,2011,10,2011-10-01,"PCV13","65+"
2011-10-31,"15-44",1,2011,10,2011-10-01,"PCV13","2-64"
2011-10-31,"45-64",1,2011,10,2011-10-01,"PCV13","2-64"
2011-11-07,"<2",1,2011,11,2011-11-01,"PCV13","<2"
2011-11-07,"5-14",1,2011,11,2011-11-01,"PCV13","2-64"
2011-11-07,"45-64",2,2011,11,2011-11-01,"PCV13","2-64"
2011-11-14,"45-64",3,2011,11,2011-11-01,"PCV13","2-64"
2011-11-21,"<2",1,2011,11,2011-11-01,"PCV13","<2"
2011-11-21,"15-44",2,2011,11,2011-11-01,"PCV13","2-64"
2011-11-21,"45-64",2,2011,11,2011-11-01,"PCV13","2-64"
2011-11-28,"45-64",1,2011,11,2011-11-01,"PCV13","2-64"
2011-12-05,"65+",1,2011,12,2011-12-01,"PCV13","65+"
2011-12-12,"15-44",2,2011,12,2011-12-01,"PCV13","2-64"
2011-12-12,"45-64",1,2011,12,2011-12-01,"PCV13","2-64"
2011-12-12,"65+",1,2011,12,2011-12-01,"PCV13","65+"
2011-12-19,"15-44",1,2011,12,2011-12-01,"PCV13","2-64"
2011-12-19,"45-64",2,2011,12,2011-12-01,"PCV13","2-64"
2011-12-19,"65+",6,2011,12,2011-12-01,"PCV13","65+"
2011-12-26,"2-4",1,2011,12,2011-12-01,"PCV13","2-64"
2011-12-26,"45-64",1,2011,12,2011-12-01,"PCV13","2-64"
2012-01-02,"45-64",2,2012,1,2012-01-01,"PCV13","2-64"
2012-01-02,"65+",1,2012,1,2012-01-01,"PCV13","65+"
2012-01-09,"15-44",1,2012,1,2012-01-01,"PCV13","2-64"
2012-01-09,"45-64",1,2012,1,2012-01-01,"PCV13","2-64"
2012-01-16,"65+",1,2012,1,2012-01-01,"PCV13","65+"
2012-01-23,"45-64",3,2012,1,2012-01-01,"PCV13","2-64"
2012-01-30,"65+",3,2012,1,2012-01-01,"PCV13","65+"
2012-02-06,"15-44",1,2012,2,2012-02-01,"PCV13","2-64"
2012-02-13,"15-44",2,2012,2,2012-02-01,"PCV13","2-64"
2012-02-13,"45-64",1,2012,2,2012-02-01,"PCV13","2-64"
2012-02-13,"65+",3,2012,2,2012-02-01,"PCV13","65+"
2012-02-20,"15-44",1,2012,2,2012-02-01,"PCV13","2-64"
2012-02-20,"45-64",1,2012,2,2012-02-01,"PCV13","2-64"
2012-02-20,"65+",1,2012,2,2012-02-01,"PCV13","65+"
2012-02-27,"45-64",1,2012,2,2012-02-01,"PCV13","2-64"
2012-02-27,"65+",1,2012,2,2012-02-01,"PCV13","65+"
2012-03-05,"15-44",2,2012,3,2012-03-01,"PCV13","2-64"
2012-03-05,"45-64",3,2012,3,2012-03-01,"PCV13","2-64"
2012-03-05,"65+",3,2012,3,2012-03-01,"PCV13","65+"
2012-03-12,"45-64",1,2012,3,2012-03-01,"PCV13","2-64"
2012-03-19,"65+",2,2012,3,2012-03-01,"PCV13","65+"
2012-03-26,"15-44",2,2012,3,2012-03-01,"PCV13","2-64"
2012-03-26,"45-64",2,2012,3,2012-03-01,"PCV13","2-64"
2012-04-02,"65+",1,2012,4,2012-04-01,"PCV13","65+"
2012-04-09,"15-44",1,2012,4,2012-04-01,"PCV13","2-64"
2012-04-16,"2-4",1,2012,4,2012-04-01,"PCV13","2-64"
2012-04-16,"65+",1,2012,4,2012-04-01,"PCV13","65+"
2012-04-23,"45-64",1,2012,4,2012-04-01,"PCV13","2-64"
2012-05-07,"15-44",1,2012,5,2012-05-01,"PCV13","2-64"
2012-05-07,"45-64",2,2012,5,2012-05-01,"PCV13","2-64"
2012-05-14,"15-44",2,2012,5,2012-05-01,"PCV13","2-64"
2012-05-14,"45-64",2,2012,5,2012-05-01,"PCV13","2-64"
2012-05-14,"65+",2,2012,5,2012-05-01,"PCV13","65+"
2012-05-21,"15-44",3,2012,5,2012-05-01,"PCV13","2-64"
2012-05-21,"45-64",2,2012,5,2012-05-01,"PCV13","2-64"
